#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -44.8737  -44.8716  -44.0469  -44.0438  -44.0310  -44.0306  -33.0797  -33.0796  -33.0722  -33.0721  -32.9788  -32.9654  -24.5088  -24.4662  -24.4595  -24.4550  -24.3454  -24.3420  -23.7408  -23.7402  -23.6961  -23.6936  -23.6463  -23.6271  -23.6173  -23.5806  -23.5800  -23.5727  -23.5701  -23.5579  -15.4758  -15.4733  -15.4001  -15.3990  -15.3532  -15.3520  -15.3512  -15.3388  -15.2977  -15.2930  -15.2649  -15.2572  -15.2479  -15.2195  -15.1889  -15.1882  -15.1681  -15.0923  -12.2058  -11.4295  -11.4002  -10.7932  -10.6762  -10.5680  -10.5374  -10.4471  -10.2220  -10.1897   -9.7822   -9.7787   -6.3774   -6.2922   -5.7150   -5.6401   -4.8015   -3.7970   -3.7372   -3.6739   -3.6539   -3.5183   -3.4993   -3.1159   -3.0006   -2.9935   -2.8764   -2.4982   -2.4805   -2.3698   -2.1885   -1.9596   -1.9404   -1.9043   -1.8543   -1.8198   -1.5987   -1.5334   -1.4725   -1.4485   -1.3110   -1.2468   -1.2065   -1.1886   -1.0824   -0.8459   -0.5040   -0.2275    1.4014    1.8874    1.9639    2.2282    2.2849    2.5419    2.7952    2.8737    2.9928    3.0555    3.1194    3.1346    3.1728    3.1783    3.2566    3.4222    3.4503    3.4953    3.6622    3.8710    4.0028    4.0072    4.0565    4.2944    4.3122    4.3698    4.4329    4.6136    4.7170    4.8269    4.9245    5.0836
  0.0515  -44.8737  -44.8716  -44.0469  -44.0438  -44.0310  -44.0306  -33.0797  -33.0796  -33.0722  -33.0721  -32.9788  -32.9654  -24.5088  -24.4662  -24.4595  -24.4550  -24.3454  -24.3420  -23.7408  -23.7402  -23.6961  -23.6936  -23.6463  -23.6271  -23.6173  -23.5809  -23.5797  -23.5728  -23.5701  -23.5579  -15.4757  -15.4734  -15.4001  -15.3990  -15.3532  -15.3515  -15.3513  -15.3393  -15.2976  -15.2932  -15.2646  -15.2575  -15.2478  -15.2196  -15.1889  -15.1882  -15.1681  -15.0923  -12.2045  -11.4804  -11.3427  -10.8022  -10.6847  -10.5583  -10.5373  -10.4472  -10.2226  -10.1892   -9.7821   -9.7787   -6.3742   -6.2956   -5.7230   -5.6331   -4.7877   -3.7942   -3.7769   -3.7031   -3.6667   -3.4831   -3.4663   -3.1327   -3.0185   -2.9611   -2.8879   -2.5283   -2.4714   -2.3177   -2.1895   -1.9436   -1.9397   -1.9032   -1.8761   -1.8029   -1.6051   -1.5468   -1.4602   -1.4376   -1.3439   -1.2279   -1.2144   -1.1836   -1.0764   -0.8822   -0.5050   -0.2271    1.4304    1.9119    1.9590    2.2140    2.2856    2.5415    2.7852    2.8597    2.8906    3.0611    3.1170    3.1341    3.1827    3.2357    3.3034    3.3970    3.4839    3.5142    3.6677    3.8542    3.9865    4.0264    4.0847    4.2766    4.3057    4.3606    4.4970    4.5688    4.6647    4.7426    4.8614    4.9525
  0.1030  -44.8737  -44.8716  -44.0469  -44.0438  -44.0310  -44.0306  -33.0797  -33.0796  -33.0722  -33.0721  -32.9788  -32.9654  -24.5088  -24.4662  -24.4595  -24.4550  -24.3454  -24.3420  -23.7408  -23.7402  -23.6961  -23.6935  -23.6463  -23.6271  -23.6173  -23.5814  -23.5792  -23.5728  -23.5701  -23.5579  -15.4756  -15.4736  -15.4001  -15.3990  -15.3530  -15.3514  -15.3502  -15.3408  -15.2971  -15.2937  -15.2639  -15.2581  -15.2475  -15.2197  -15.1888  -15.1881  -15.1682  -15.0923  -12.2013  -11.5310  -11.2740  -10.8281  -10.6983  -10.5401  -10.5373  -10.4472  -10.2240  -10.1881   -9.7821   -9.7787   -6.3653   -6.3051   -5.7384   -5.6202   -4.7516   -3.8824   -3.7861   -3.7127   -3.6936   -3.4485   -3.3924   -3.1699   -3.0292   -2.9167   -2.9159   -2.5732   -2.4503   -2.2233   -2.1909   -1.9477   -1.9414   -1.8983   -1.8506   -1.7837   -1.6209   -1.5685   -1.4423   -1.4207   -1.3941   -1.2318   -1.2134   -1.1668   -1.0635   -0.9754   -0.5074   -0.2260    1.5026    1.9470    1.9833    2.1759    2.2914    2.5393    2.6459    2.8078    2.9278    2.9903    3.1155    3.1495    3.1958    3.3020    3.3666    3.4096    3.5429    3.5697    3.6736    3.8401    3.9870    4.0297    4.1066    4.1505    4.3228    4.3642    4.4240    4.5803    4.6436    4.7743    4.8486    4.9930
  0.1544  -44.8737  -44.8716  -44.0469  -44.0438  -44.0310  -44.0306  -33.0797  -33.0796  -33.0722  -33.0721  -32.9788  -32.9654  -24.5088  -24.4662  -24.4595  -24.4550  -24.3454  -24.3420  -23.7408  -23.7402  -23.6961  -23.6935  -23.6463  -23.6271  -23.6173  -23.5816  -23.5788  -23.5729  -23.5702  -23.5579  -15.4753  -15.4739  -15.4001  -15.3991  -15.3528  -15.3516  -15.3483  -15.3429  -15.2964  -15.2944  -15.2630  -15.2590  -15.2472  -15.2198  -15.1888  -15.1879  -15.1683  -15.0924  -12.1981  -11.5642  -11.2182  -10.8601  -10.7062  -10.5372  -10.5259  -10.4473  -10.2253  -10.1870   -9.7821   -9.7787   -6.3518   -6.3192   -5.7507   -5.6103   -4.7102   -3.9762   -3.7734   -3.7209   -3.7155   -3.4164   -3.3352   -3.2095   -3.0345   -2.9447   -2.8755   -2.6103   -2.4303   -2.1903   -2.1378   -1.9934   -1.9458   -1.8926   -1.7726   -1.7419   -1.6369   -1.5831   -1.4510   -1.4474   -1.4131   -1.2269   -1.2096   -1.1489   -1.0853   -1.0527   -0.5097   -0.2246    1.5799    1.9349    2.0931    2.1342    2.2976    2.4612    2.5370    2.8089    2.9358    2.9650    3.1040    3.1511    3.1998    3.3489    3.3632    3.4988    3.5616    3.6736    3.6823    3.8288    3.9774    3.9908    4.0589    4.1581    4.3120    4.3656    4.4283    4.4874    4.5104    4.5596    4.7539    4.9189
  0.2059  -44.8737  -44.8716  -44.0469  -44.0438  -44.0310  -44.0306  -33.0797  -33.0796  -33.0722  -33.0721  -32.9788  -32.9654  -24.5088  -24.4662  -24.4595  -24.4550  -24.3454  -24.3420  -23.7408  -23.7402  -23.6961  -23.6935  -23.6462  -23.6271  -23.6173  -23.5817  -23.5787  -23.5729  -23.5702  -23.5579  -15.4752  -15.4740  -15.4001  -15.3991  -15.3527  -15.3517  -15.3466  -15.3447  -15.2959  -15.2950  -15.2625  -15.2594  -15.2471  -15.2199  -15.1887  -15.1879  -15.1683  -15.0924  -12.1967  -11.5757  -11.1953  -10.8757  -10.7086  -10.5372  -10.5207  -10.4474  -10.2258  -10.1866   -9.7821   -9.7788   -6.3357   -6.3355   -5.7552   -5.6068   -4.6909   -4.0141   -3.7629   -3.7366   -3.7163   -3.4031   -3.3082   -3.2317   -3.0360   -2.9570   -2.8571   -2.6263   -2.4223   -2.1895   -2.0910   -2.0283   -1.9480   -1.8905   -1.7652   -1.6713   -1.6275   -1.5874   -1.5075   -1.4652   -1.4103   -1.2089   -1.1807   -1.1676   -1.1418   -1.0488   -0.5107   -0.2240    1.6144    1.9298    2.1150    2.1867    2.2997    2.3415    2.5364    2.8119    2.9146    2.9845    3.0894    3.1511    3.2023    3.3666    3.3690    3.5326    3.5673    3.6731    3.7629    3.8404    3.8559    3.9912    4.0721    4.2338    4.3012    4.3085    4.4177    4.4418    4.4914    4.5091    4.8874    4.9343
  0.2059  -44.8733  -44.8719  -44.0468  -44.0439  -44.0310  -44.0306  -33.0788  -33.0787  -33.0731  -33.0730  -32.9788  -32.9654  -24.5048  -24.4703  -24.4626  -24.4519  -24.3463  -24.3410  -23.7406  -23.7400  -23.6958  -23.6933  -23.6426  -23.6307  -23.6175  -23.5806  -23.5790  -23.5730  -23.5707  -23.5579  -15.4523  -15.4450  -15.4378  -15.4373  -15.3609  -15.3587  -15.3475  -15.3374  -15.3195  -15.3040  -15.2498  -15.2429  -15.2421  -15.2220  -15.1916  -15.1899  -15.1688  -15.0919  -12.0726  -11.2392  -11.0632  -11.0539  -10.8075  -10.7325  -10.5085  -10.3715  -10.3524  -10.3347   -9.8650   -9.8569   -6.1714   -5.9264   -5.4002   -5.1512   -4.8602   -4.6565   -4.1644   -3.6276   -3.5401   -3.2460   -3.1310   -3.0837   -3.0611   -3.0358   -2.7503   -2.6964   -2.5542   -2.3655   -2.1044   -2.0878   -2.0450   -1.9093   -1.7721   -1.7505   -1.7312   -1.7024   -1.6895   -1.5446   -1.5027   -1.4582   -1.3408   -1.1461   -1.1190   -1.0060   -0.6128   -0.4934    1.7884    2.0705    2.1130    2.4350    2.6442    2.7132    2.7208    2.8005    2.8063    2.8781    2.9477    3.0717    3.1142    3.4580    3.4816    3.5050    3.5277    3.7228    3.7479    3.7863    3.8173    4.1192    4.2799    4.3377    4.3454    4.5138    4.5442    4.6946    4.8281    4.8712    4.9492    5.0515
  0.2680  -44.8734  -44.8719  -44.0468  -44.0439  -44.0310  -44.0306  -33.0788  -33.0787  -33.0731  -33.0730  -32.9788  -32.9654  -24.5050  -24.4701  -24.4625  -24.4520  -24.3463  -24.3411  -23.7406  -23.7400  -23.6958  -23.6933  -23.6429  -23.6305  -23.6175  -23.5806  -23.5790  -23.5730  -23.5706  -23.5579  -15.4556  -15.4499  -15.4338  -15.4319  -15.3607  -15.3584  -15.3476  -15.3374  -15.3185  -15.3036  -15.2507  -15.2429  -15.2428  -15.2218  -15.1915  -15.1898  -15.1688  -15.0919  -12.0797  -11.2503  -11.1366  -10.9859  -10.7925  -10.7262  -10.5130  -10.3855  -10.3609  -10.3030   -9.8605   -9.8528   -6.1737   -5.9511   -5.4215   -5.2273   -4.8477   -4.5716   -4.1515   -3.6428   -3.5448   -3.2547   -3.1488   -3.0917   -3.0510   -3.0158   -2.7126   -2.6795   -2.5727   -2.3415   -2.1497   -2.0608   -2.0538   -1.9198   -1.8229   -1.7363   -1.6937   -1.6904   -1.6602   -1.5422   -1.5061   -1.4614   -1.3352   -1.1477   -1.1438   -0.9864   -0.6154   -0.4875    1.8063    2.0169    2.1723    2.4164    2.6593    2.6614    2.7189    2.8068    2.8320    2.8824    2.9782    3.0703    3.1587    3.4214    3.4687    3.4793    3.5552    3.6280    3.7597    3.8265    3.8624    4.1006    4.2759    4.3302    4.3868    4.4875    4.6296    4.7470    4.8035    4.8395    4.9805    5.0687
  0.3302  -44.8734  -44.8719  -44.0469  -44.0439  -44.0310  -44.0306  -33.0790  -33.0789  -33.0729  -33.0728  -32.9788  -32.9654  -24.5056  -24.4695  -24.4622  -24.4523  -24.3462  -24.3412  -23.7406  -23.7400  -23.6958  -23.6933  -23.6435  -23.6299  -23.6174  -23.5806  -23.5792  -23.5729  -23.5705  -23.5579  -15.4611  -15.4566  -15.4262  -15.4238  -15.3601  -15.3576  -15.3479  -15.3374  -15.3159  -15.3025  -15.2529  -15.2447  -15.2431  -15.2214  -15.1912  -15.1895  -15.1687  -15.0919  -12.0992  -11.2785  -11.2137  -10.9240  -10.7535  -10.7095  -10.5222  -10.4225  -10.3348  -10.2683   -9.8478   -9.8413   -6.1817   -6.0196   -5.4699   -5.3710   -4.8242   -4.3996   -4.1140   -3.6783   -3.5500   -3.2791   -3.2090   -3.1019   -3.0350   -2.9429   -2.7360   -2.6153   -2.5415   -2.3134   -2.1895   -2.0491   -2.0357   -1.9591   -1.8523   -1.7177   -1.6668   -1.6579   -1.6056   -1.5461   -1.5151   -1.4601   -1.3254   -1.1878   -1.1522   -0.9497   -0.6159   -0.4645    1.8520    1.9496    2.2328    2.3602    2.6350    2.6936    2.7109    2.8272    2.8325    2.8877    3.0359    3.0549    3.2568    3.3551    3.3966    3.4791    3.4973    3.5666    3.7921    3.8407    3.9026    4.0625    4.2694    4.3154    4.3278    4.4463    4.4925    4.6511    4.7627    4.7765    4.9163    5.0216
  0.3923  -44.8735  -44.8718  -44.0469  -44.0439  -44.0310  -44.0306  -33.0792  -33.0791  -33.0727  -33.0726  -32.9788  -32.9654  -24.5064  -24.4686  -24.4617  -24.4528  -24.3460  -24.3414  -23.7407  -23.7401  -23.6959  -23.6934  -23.6443  -23.6291  -23.6174  -23.5806  -23.5794  -23.5729  -23.5704  -23.5579  -15.4663  -15.4624  -15.4182  -15.4159  -15.3590  -15.3563  -15.3484  -15.3376  -15.3119  -15.3006  -15.2558  -15.2475  -15.2438  -15.2208  -15.1907  -15.1892  -15.1686  -15.0920  -12.1268  -11.3139  -11.2849  -10.8751  -10.7024  -10.6896  -10.5302  -10.4495  -10.3025  -10.2396   -9.8299   -9.8255   -6.1985   -6.1153   -5.5231   -5.5064   -4.8075   -4.2126   -4.0568   -3.7119   -3.5507   -3.3161   -3.2950   -3.1084   -3.0193   -2.8495   -2.7684   -2.6728   -2.4349   -2.3395   -2.1448   -2.0453   -1.9954   -1.9689   -1.8226   -1.7139   -1.6332   -1.6283   -1.6178   -1.5550   -1.4918   -1.4457   -1.3288   -1.2117   -1.1591   -0.9131   -0.6012   -0.4181    1.8760    1.9066    2.1569    2.3935    2.6495    2.7110    2.7126    2.7844    2.8535    2.8861    3.0138    3.0939    3.2510    3.3049    3.3084    3.5000    3.5050    3.5719    3.7341    3.8405    3.9432    4.0847    4.2576    4.2676    4.3736    4.4586    4.5005    4.6193    4.6799    4.7491    4.9074    5.0454
  0.4544  -44.8736  -44.8717  -44.0469  -44.0439  -44.0310  -44.0306  -33.0794  -33.0793  -33.0725  -33.0724  -32.9788  -32.9654  -24.5073  -24.4677  -24.4610  -24.4535  -24.3458  -24.3416  -23.7407  -23.7401  -23.6960  -23.6934  -23.6450  -23.6283  -23.6174  -23.5806  -23.5796  -23.5728  -23.5703  -23.5579  -15.4704  -15.4671  -15.4109  -15.4089  -15.3575  -15.3546  -15.3492  -15.3378  -15.3072  -15.2983  -15.2590  -15.2508  -15.2450  -15.2203  -15.1900  -15.1888  -15.1684  -15.0921  -12.1563  -11.3482  -11.3452  -10.8385  -10.6763  -10.6506  -10.5351  -10.4608  -10.2711  -10.2175   -9.8106   -9.8088   -6.2251   -6.2159   -5.6084   -5.5704   -4.8009   -4.0331   -3.9883   -3.7280   -3.5584   -3.3836   -3.3615   -3.1116   -3.0037   -2.8811   -2.7430   -2.6703   -2.4255   -2.3955   -2.0975   -2.0473   -1.9409   -1.9202   -1.7313   -1.7182   -1.6866   -1.6004   -1.5957   -1.5346   -1.4370   -1.4228   -1.3357   -1.2097   -1.1658   -0.8826   -0.5695   -0.3541    1.7744    1.9498    2.0293    2.4244    2.6314    2.6430    2.7034    2.7910    2.8544    2.8940    3.0081    3.1182    3.2056    3.2596    3.2891    3.5084    3.5402    3.5587    3.7069    3.7851    3.9397    4.0704    4.1998    4.2536    4.3855    4.4521    4.4878    4.5799    4.6215    4.6778    4.7389    4.9402
